,nid,title,department,staff,time,text
1297,11297,轉知-請協助公告教育部111年閩南語語言能力認證考試訊息,人事室,人事助理,2022-04-08 16:16:09,一、依教育部111年4月1日臺教社(四)字第1112401754B號函辦理，檢附原函及附件影本各1份。一、依教育部111年4月1日臺教社(四)字第1112401754B號函辦理，檢附原函及附件影本各1份。二、教育部為鼓勵全民學習閩南語，並加強教師專業素養及學生語言能力，特舉辦旨揭認證考試。二、教育部為鼓勵全民學習閩南語，並加強教師專業素養及學生語言能力，特舉辦旨揭認證考試。三、旨揭考試今年首次採「分卷分天」辦理，A卷訂於111年8月6日（星期六）進行測驗；B、C卷訂於8月7日（星期日）三、旨揭考試今年首次採「分卷分天」辦理，A卷訂於111年8月6日（星期六）進行測驗；B、C卷訂於8月7日（星期日）    進行測驗。惟考試形式並未改變，仍維持一人只能報考一種卷別，請考生於報名時多加留意。    進行測驗。惟考試形式並未改變，仍維持一人只能報考一種卷別，請考生於報名時多加留意。四、網路報名時間自111年4月11日上午9時起至同年5月6日下午5時止，並提供團體報名服務。為鼓勵學生報考，19歲四、網路報名時間自111年4月11日上午9時起至同年5月6日下午5時止，並提供團體報名服務。為鼓勵學生報考，19歲   （含）以下考生免繳報名費。請惠予協助將相關訊息登載於電子跑馬燈、布告欄等處進行宣傳。   （含）以下考生免繳報名費。請惠予協助將相關訊息登載於電子跑馬燈、布告欄等處進行宣傳。五、有關考試簡章、報名系統及相關資訊登載於「教育部111年閩南語語言能力認證考試」網站五、有關考試簡章、報名系統及相關資訊登載於「教育部111年閩南語語言能力認證考試」網站   （https://blgjts.moe.edu.tw），或電洽總務中心服務專線：0800-699-566(免付費) / (02)7749-3664；   （https://blgjts.moe.edu.tw），或電洽總務中心服務專線：0800-699-566(免付費) / (02)7749-3664；    服務信箱：blg.sce@deps.ntnu.edu.tw。    服務信箱：blg.sce@deps.ntnu.edu.tw。
1298,11298,全國高中優質化暨前導學校「未來學習研討會暨博覽會」,教務處,教學組幹事,2022-04-08 17:19:09,
1299,11299,國立陽明交通大學師培中心向下扎根駐點計畫「創新教學：積飛城市的文創運用」研習,教務處,陳韻萍,2022-04-11 08:23:48,
1300,11300,臺中市政府教育局110學年度第2學期「優遊臺中學」跨校選修課程,教務處,陳韻萍,2022-04-11 08:28:11,
1301,11301,臺北市高級中學物理學科平臺辦理「物理在運動上的素養導向教學工作坊」教師專業知能研習-變更為線上視訊會議方式辦理,教務處,陳韻萍,2022-04-11 08:35:03,
1302,11302,[高三升學]轉知聖約翰科大111學年度運動績優學生招生訊息,教務處,註冊組幹事,2022-04-11 08:37:10,聖約翰科大111學年度運動績優學生招生訊息聖約翰科大111學年度運動績優學生招生訊息說明：說明：一、招生運動專長類別:籃球、羽球、龍獅運動、射箭、撞球、游泳、田徑、跆拳道、柔道、網球、橄欖球、棒球、蹼泳。一、招生運動專長類別:籃球、羽球、龍獅運動、射箭、撞球、游泳、田徑、跆拳道、柔道、網球、橄欖球、棒球、蹼泳。二、報名日期：111/03/29(二)上午10:00-111/04/27(三)下午4:00二、報名日期：111/03/29(二)上午10:00-111/04/27(三)下午4:00三、報名資料寄送截止日：三、報名資料寄送截止日：郵寄-111/04/27(限時掛號郵戳為憑)郵寄-111/04/27(限時掛號郵戳為憑)現場-111/04/27(上午9:00-下午4:00)現場-111/04/27(上午9:00-下午4:00)四、報名網址：http://sjupa.sju.edu.tw/MEnroll/Erl_SP/Login_SP.aspx四、報名網址：http://sjupa.sju.edu.tw/MEnroll/Erl_SP/Login_SP.aspx
1303,11303,臺北市國中自然科學輔導團原訂111年4月12日辦理「110 學年度自然領域雙語增能工作坊（生物篇）」改遠端線上視訊會議,教務處,陳韻萍,2022-04-11 08:39:50,
1304,11304,國教院辦理111年度4月「未來人才培育專題沙龍」,教務處,教學組幹事,2022-04-11 08:42:53,
1305,11305,新興科技人工智慧教育推廣中心計畫  辦理新興科技教育「中學生黑客松」系列活動,教務處,陳韻萍,2022-04-11 08:43:53,
1306,11306,國教署普通型高中地球科學學科中心辦理「110學年度儲備種子教師增能研習」,教務處,陳韻萍,2022-04-11 08:46:51,
1307,11307,111學年度中央課程與教學輔導諮詢教師團隊兼任專案教師（以下簡稱專案教師）遴選案,教務處,陳韻萍,2022-04-11 09:00:55,
1308,11308,鼓勵教師、本土語言教學支援工作人員、學生與社區大學師生等，踴躍報考教育部111年閩南語語言能力認證考試，請參閱。,教務處,實研幹事,2022-04-11 10:03:12,主旨：鼓勵教師、本土語言教學支援工作人員、學生與社區大學師生等，踴躍報考教育部111年閩南語語言能力認證考試，請詳閱說明及附件。說明：一、教育部為鼓勵全民學習閩南語，並加強教師專業素養及學生語言能力，特舉辦旨揭認證考試。二、旨揭考試今年首次採「分卷分天」辦理，A卷訂於111年8月 6日（星期六）進行測驗；B、C卷訂於8月7日（星期日）進行測驗。惟考試形式並未改變，仍維持一人只能報考一種卷別，           請考生於報名時多加留意。三、網路報名時間自111年4月11日上午9時起至同年5月6日下午5時止，並提供團體報名服務。請貴校協助轉知教師、學生、本土語言教學支援工作人員及社區大學師生等踴躍報名；            為鼓勵學生報考，19 歲（含）以下考生免繳報名費。請惠予協助將相關訊息登載於電子跑馬燈、布告欄等處進行宣傳。四、本次考試針對團體報名另有獎勵措施，請學校踴躍協助學生進行團報作業，團體代表人有機會獲得本考試專屬設計獎勵品（限量500份）。發放原則以團報人數最多者依序發給，            總試務中心將於111年7月上旬於認證官網公告獲獎名單，並於111年7月中旬統一寄送。五、有關考試簡章、報名系統及相關資訊登載於「教育部111年閩南語語言能力認證考試」網站（https://blgjts.moe. edu.tw），或電洽總務中心服務專線：0800-699-566(免付費)/(02)7749-3664；           服務信箱：blg.sce@deps.ntnu. edu.tw。
1309,11309,國立成功大學辦理「成功大學EMI前進高中零距離」專題演講活動資訊，請教職員生參閱。,教務處,實研幹事,2022-04-11 10:06:50,主旨：國立成功大學辦理「成功大學EMI前進高中零距離」專題演講活動資訊，請教職員生詳閱說明及附件。說明：一、活動目的：教育部以培育學生國際溝通力為目標，啟動「大專校院學生雙語化學習計畫」，藉此提升高教國際競爭力。演講中將分享本校推動雙語政策之培育理念與願景，                             以及如何協助適應EMI(English as medium of instruction)課程、本校國外交換生、雙聯學位及EMI活動等資訊。二、活動資訊：       (一)演講主題：國立成功大學雙語政策的培育理念與願景       (二)主講者：國立成功大學蔡群立副教務長       (三)活動日期：111年4月20日(星期三) 20:00-21:30       (四)活動地點：Webex線上會議室三、報名方式：自即日起至111年4月18日(星期一)中午12時止，本活動採預先報名制：https://reurl.cc/Wk5pj7。請確實留下資料，                             將於活動前以E-mail寄發通知信及連結。四、檢附活動海報如附件，聯絡窗口：本校教務處教學發展中心王小姐，電話：06-2757575分機50202轉33、E-mail：beer.c@ctld.ncku.edu.tw。
1311,11311,[高三升學]轉知聯合大學111學年度日間制學士班單獨招收身心障礙學生招生簡章,教務處,註冊組幹事,2022-04-11 12:54:33,聯合大學111學年度日間制學士班單獨招收身心障礙學生招生簡章聯合大學111學年度日間制學士班單獨招收身心障礙學生招生簡章說明：說明：一、網路報名時間：111年5月2日（星期一）9：00起至111年5月13日（星期五）17：00止。一、網路報名時間：111年5月2日（星期一）9：00起至111年5月13日（星期五）17：00止。二、招生學系及名額：機械工程學系2名、環境與安全衛生工程學系2名及光電工程學系1名，共計5名。二、招生學系及名額：機械工程學系2名、環境與安全衛生工程學系2名及光電工程學系1名，共計5名。三、面試日期：111年6月11日(星期六)。三、面試日期：111年6月11日(星期六)。四、招生簡章及相關資訊敬請參閱附件，或至該校招生平台查詢，網址：https://www.nuu.edu.tw。四、招生簡章及相關資訊敬請參閱附件，或至該校招生平台查詢，網址：https://www.nuu.edu.tw。五、招生管道諮詢服務請洽該校教務處綜合業務組，聯絡電話：(037)381133。五、招生管道諮詢服務請洽該校教務處綜合業務組，聯絡電話：(037)381133。
1312,11312,【高三升學】有關111學年度四技申請入學「校系（組）學程上傳檔案勾選清單預擬練習版」，相關事宜說明如下：,教務處,註冊組長,2022-04-11 12:58:57,一、練習版重要日程一、練習版重要日程（一） 預擬練習版系統開放時間：111年4月11日10:00起至4月21日21:00止，每日系統開放時間為08:00~21:00（首日為10:00~21:00）。（一）預擬練習版系統開放時間：111年4月11日10:00起至4月21日21:00止，每日系統開放時間為08:00~21:00（首日為10:00~21:00）。（二） 通過第一階段篩選且同意釋出中央資料庫學習歷程檔案至本委員會之申請生，須登入本委員會「校系（組）學程上傳檔案勾選清單預擬練習版」，檢視本委員會所取得之一~四學期中央資料庫學習歷程檔案（含修課紀錄、課程學習成果及多元表現）。（三） 如申請生有疑義者，申請生須於111年4月21日（星期四）21：00前，向註冊組提出疑義申請，逾期或未依本簡章規定提出疑義申請者，視同確認中央資料庫學習歷程檔案，概不受理複查及申訴。  二、預擬練習版重要事項：  （一） 申請生檢視一~四學期中央資料庫學習歷程檔案（含修課紀錄、課程學習成果及多元表現）。  （二） 練習版系統不會記錄或暫存任何操作過程，僅提供熟悉介面功能及系統操作程序。如登出或關閉系統頁面，系統內資料即清空，再次登入須從步驟一開始重新操作。過程中所上傳(勾選)之檔案，並不會儲存於系統。  （三） 使用系統時，請勿閒置超過20分鐘，閒置逾時，系統將自動登出。  （四） 建議申請生請勿使用手機或平板電腦登入系統，避免畫面資訊閱覽不完全漏登資料而影響權益。請使用Google Chrome瀏覽器開啟本招生系統。 
1313,11313,[高三升學]轉知景文科技大學111學年度重點運動項目績優學生單獨招生訊息,教務處,註冊組幹事,2022-04-11 13:04:18,景文科技大學111學年度重點運動項目績優學生單獨招生訊息景文科技大學111學年度重點運動項目績優學生單獨招生訊息說明：說明：一、簡章取得方式：即日起於該校「招生訊息」公告，電子檔免費下載，不另販售紙本簡章。一、簡章取得方式：即日起於該校「招生訊息」公告，電子檔免費下載，不另販售紙本簡章。二、報名日期：111年5月6日(星期五)截止，通訊報名或線上報名(擇一)，免報名費。二、報名日期：111年5月6日(星期五)截止，通訊報名或線上報名(擇一)，免報名費。三、術科考試日期：111年5月21日(星期六)。三、術科考試日期：111年5月21日(星期六)。
1314,11314,素食菜單更換~,衛生組,學創-衛生,2022-04-11 13:17:55,4/11　素食菜單：銀絲捲因廠商缺貨，更改為高麗菜包
1315,11315,[急]本校4月12日雙語教學課室分享研習改為線上辦理,教務處,教學組幹事,2022-04-11 14:05:03,因應疫情升溫，本校辦理第五群組跨校增能研習「雙語教因應疫情升溫，本校辦理第五群組跨校增能研習「雙語教「雙語教學課室分享」改為線上方式進行，請查照。學課室分享」改為線上方式進行一、一、依據中華民國111年4月7日北市教中字第1113041988號辦依據中華民國111年4月7日北市教中字第1113041988號辦理。 二、因應疫情升溫，為避免跨校活動，原訂111年4月12日(星期二、因應疫情升溫，為避免跨校活動，原訂111年4月12日(星期二)下午2點至4點於本校辦理第五群組跨校增能研習「雙語教學課室分享」，改為線上方式進行。 三、當日線上方式以google meet進行，會議代碼為xfj-ptvg-三、當日線上方式以google meet進行，會議代碼為xfj-ptvg-xfj-ptvg-mom，請依時間上線。mom或點選會議連結網址如下：https://meet.google.com/xfj-ptvg-momhttps://meet.google.com/xfj-ptvg-mom
1316,11316,公告：因受「新冠肺炎」疫情日趨嚴重影響，暫停跨校活動及限制校內活動，詳說明。,活動組,活動幹事,2022-04-11 14:17:41,因受「新冠肺炎」疫情日趨嚴重影響，且奉臺北市政府公告暫停跨校社團活動及限制校內活動，茲調整校內活動如下：一、原訂4月16日「春季舞會」暫停，將視疫情狀況調整，恢復辦理時將另行公告。416二、高一及國一班際排球比賽暫緩，將視疫情狀況調整，恢復辦理時將另行公告。三、桌球室除正式課程外暫停開放。四、高中各社團中午因練習或開會而申請公假自4月11日起暫停，各社團如有需要申請公假，應先擬訂防疫計劃書向學務處社團活動組申請通過後才可辦理。五、放學後高中各社團活動暫停，視疫情狀況調整再行恢復辦理。
1317,11317,轉知-「高雄市111年度市立高級中等學校新任校長遴選簡章」(如附件)一份,人事室,人事助理,2022-04-11 16:14:01,一、依據高雄市政府教育局111年4月7日高市教高字第11132511600號函辦理。一、依據高雄市政府教育局111年4月7日高市教高字第11132511600號函辦理。二、旨揭遴選簡章、重大校務議題及申請表件請逕至高雄市政府教育局網站（網址：http://www.kh.edu.tw/最新公告）下載。二、旨揭遴選簡章、重大校務議題及申請表件請逕至高雄市政府教育局網站（網址：http://www.kh.edu.tw/最新公告）下載。三、若有疑義，請逕洽高雄市政府教育局聯絡人王先生，聯絡電話：07-7995678分機3026。三、若有疑義，請逕洽高雄市政府教育局聯絡人王先生，聯絡電話：07-7995678分機3026。
1318,11318,本校防疫假規定修正,生輔組,生輔組組長,2022-04-11 16:19:21,
1319,11319,本市各級學校自111年4月8日起至4月30日前暫緩辦理各項跨班（含無法配戴口罩之社團）、跨校性正式實體課程、活動以及跨校社團補充說明一案，請查照。,衛生組,學創-衛生,2022-04-12 08:01:45,
1321,11321,國立臺南第一高級中學辦理「2022第四屆探究與實作年會」,輔導室,輔導幹事,2022-04-12 08:36:18,
1322,11322,「Technology and Application in Smart City」及「Innovation for sustainable development goals- Model Companies from Taiwan」,圖書館,資訊工程師,2022-04-12 09:21:12,
1323,11323,轉知：財團法人金車文教基金會「2022金車曙光暑期物資贊助計劃」，詳說明。,活動組,活動幹事,2022-04-12 09:35:18,、、、、
1324,11324,轉知：國家圖書館「111年青年學者養成營」活動簡章及報名方式，詳附件。,活動組,活動幹事,2022-04-12 09:43:07,
1325,11325,轉知：國立科學工藝博物館主辦之111年度「臺灣『能』-永續能源創意實作競賽」，競賽電子海報，詳附件。,活動組,活動幹事,2022-04-12 09:59:01,
1326,11326,花蓮區域網路中心與台灣微軟股份有限公司合作舉辦「創新教學分享研習會-數位學習精進計畫 (高中職專場)」,教務處,陳韻萍,2022-04-12 11:16:10,
1327,11327,北一女「颱風與氣候:過去、現在與暖化的未來」教師增能研習-調整為線上辦理,教務處,陳韻萍,2022-04-12 11:19:18,
1328,11328,北一女「多元選修的課程設計與學習歷程產出」研習-調整為限校內教師參與,教務處,陳韻萍,2022-04-12 11:25:56,
1329,11329,「跨校國際教育教師專業社群」研習活動--「活用Google 工具班級經營更省力」實體研習延至暑假辦理,教務處,陳韻萍,2022-04-12 11:28:31,
1330,11330,110學年度國民中學群組中心學校聯盟課程與教學推動「專題探究社群協作」工作坊更改為線上研習,教務處,陳韻萍,2022-04-12 11:30:42,
1331,11331,國立陽明交通大學師培中心向下扎根駐點計畫「新興科技在教育上的應用」研習,教務處,陳韻萍,2022-04-12 11:32:55,
1332,11332,臺北市「莫德納」學生專案接種意願調查,衛生組,衛生組組長,2022-04-12 13:17:30,臺北市政府即將於五月底前開放「莫德納Moderna」學生專案接種，尚未接種第1劑或第2劑的同學，若有意願接種者，請詳閱附件接種須知，並於4月22日17:00前完成：(1)上網填寫表單登記：https://forms.gle/B7ybSK9go9wFcW3s9(2)請列印並填妥「接種評估暨意願書」後 (詳附件) ，自行繳交至健康中心，以利後續造冊() 。※疫苗接種方式：統一至合約醫療院所接種 或 學校設站接種 (依最後造冊人數評估)※接種日期：111年5月底前，將與衛生單位/醫療院所協調，恕無法指定施打時間。 ※注意事項：1. 如欲接種第二劑，請與第一劑間隔至少12週(mRNA COVID-19疫苗，可交替使用)。 2. 基於國際間監測青少年接種mRNA疫苗後心肌炎或心包膜炎之通報情形顯示，青少年族群接種Moderna疫苗後心肌炎/心包膜炎之發生率高於其他年齡層，也較接種BNT疫苗者高且接種第二劑後發生比率高，爰接種前須充分告知接種Moderna COVID-19疫苗之保護效益、可能產生之副作用(含心肌炎/心包膜炎發生風險)及接種後應注意事項，並取得家長同意，經醫師評估後始得接種。3.接種疫苗後2週內應避免劇烈運動，28天內若發生疑似心肌炎或心包膜炎之症狀，例如：胸痛、胸口壓迫感或不適症狀、心悸(心跳不規則、跳拍或顫動)、暈厥(昏厥)、呼吸急促、運動耐受不良(例如走幾步路就會很喘、沒有力氣爬樓梯)等症狀，請務必立即就醫，並告知醫師相關症狀、症狀發生時間、疫苗接種時間，以做為診斷參考。
1334,11334,「臺北市110學年度能源議題-今晚來電嗎?」教育推廣研習計畫,教務處,陳韻萍,2022-04-12 13:50:40,
1335,11335,歷史學科中心暨國立臺灣文學館聯合辦理110學年度博物館主題參訪—「探訪文學中的性別與國家」,教務處,陳韻萍,2022-04-12 13:53:09,
1336,11336,生命教育科「評量規準(草案)」及「課綱意見蒐集」焦點座談會,教務處,陳韻萍,2022-04-12 13:56:26,
1337,11337,我有接觸/我是 COVID-19確診個案，應該要注意甚麼?,衛生組,學創-衛生,2022-04-12 14:00:33,
1338,11338,110學年度第二學期生命教育必修課程及加深加廣公開授課,教務處,陳韻萍,2022-04-12 14:07:42,
1339,11339,南門自造教育及科技中心辦理「111年6月教師培訓研習」課程,教務處,陳韻萍,2022-04-12 14:13:16,
1340,11340,函轉本署委請國立成功大學辦理「111年學校午餐短片拍攝競賽暨票選」活動，修訂報名收件日期及相關期程事宜，詳如說明,衛生組,學創-衛生,2022-04-12 14:11:00,
1341,11341,國教署普通型高中地球科學學科中心辦理「110學年度儲備種子教師增能研習」,教務處,陳韻萍,2022-04-12 14:15:59,
1342,11342,110-2第9週秩序競賽成績,生輔組,生輔幹事,2022-04-12 15:46:50,國中部七年級 第一名 705班  第二名703班、704班八年級 第一名 801班、802班、804班九年級 第一名 901班  第二名 902班、903班、905班高中部十年級 第一名 103班  第二名 102班、104班十一年級 第一名 112班  第二名 116班十二年級 第一名 123班  第二名 125班
1343,11343,轉知:國立教育廣播電臺「特別的愛」節目111年4至6月製播主題及日期表,輔導室,特教幹事,2022-04-13 09:03:22,檢附國立教育廣播電臺「特別的愛」節目111年4至6月製播主題及日期表，歡迎有興趣的師生踴躍收聽。檢附國立教育廣播電臺「特別的愛」節目111年4至6月製播主題及日期表，歡迎有興趣的師生踴躍收聽。
1344,11344,探索資源有E思─111 年臺北市立圖書館利用教育活動(4-6月),圖書館,圖書閱讀教師,2022-04-13 09:51:25,探索資源有E思─111 年臺北市立圖書館利用教育活動(4-6月)探索資源有E思─111 年臺北市立圖書館利用教育活動(4-6月)一、台北市立圖書館規劃辦理圖書館利用教育課程：一、台北市立圖書館規劃辦理圖書館利用教育課程：一、台北市立圖書館規劃辦理圖書館利用教育課程：4/16(六) 10:00~11:00 館藏大搜查：圖書館館藏資源與北市圖iRead APP 下載操作4/16(六) 10:00~11:00 館藏大搜查：圖書館館藏資源與北市圖iRead APP 下載操作4/16(六) 10:00~11:00 館藏大搜查：圖書館館藏資源與北市圖iRead APP 下載操作4/16(六) 11:00~12:00 線上閱讀好「書」服：Ebook Taipei臺北好讀電子書4/16(六) 11:00~12:00 線上閱讀好「書」服：Ebook Taipei臺北好讀電子書4/16(六) 11:00~12:00 線上閱讀好「書」服：Ebook Taipei臺北好讀電子書4/16(六) 11:00~12:00 線上閱讀好「書」服：Ebook Taipei臺北好讀電子書5/20(五)10:00~11:00 數位雜誌隨手選：KONO Libraries精選誌介紹5/20(五)10:00~11:00 數位雜誌隨手選：KONO Libraries精選誌介紹5/20(五)10:00~11:00 數位雜誌隨手選：KONO Libraries精選誌介紹5/20(五)11:00~12:00 英語繪本共讀樂：Tumble 兒童電子書介紹5/20(五)11:00~12:00 英語繪本共讀樂：Tumble 兒童電子書介紹5/20(五)11:00~12:00 英語繪本共讀樂：Tumble 兒童電子書介紹6/11(六) 10:00~11:00 數位素養課程：認識假新聞與資訊識讀6/11(六) 10:00~11:00 數位素養課程：認識假新聞與資訊識讀6/11(六) 10:00~11:00 數位素養課程：認識假新聞與資訊識讀二、本課程完全免費，請於開課前7日至線上報名二、本課程完全免費，請於開課前7日至線上報名二、本課程完全免費，請於開課前7日至線上報名二、本課程完全免費，請於開課前7日至三、本活動亦接受學校10人以上自行組隊申請，依需求約定研習時間及課程內容，受理時間自111年4月1日至111年11月30日止。可申請的議題請參附件ATTACH2。三、本活動亦接受學校10人以上自行組隊申請，依需求約定研習時間及課程內容，受理時間自111年4月1日至111年11月30日止。可申請的議題請參附件ATTACH2。三、本活動亦接受學校10人以上自行組隊申請，依需求約定研習時間及課程內容，受理時間自111年4月1日至111年11月30日止。可申請的議題請參附件ATTACH2。三、本活動亦接受學校10人以上自行組隊申請，依需求約定研習時間及課程內容，受理時間自111年4月1日至111年11月30日止。本活動亦接受學校10人以上自行組隊申請可申請的議題請參附件ATTACH2。
1345,11345,轉知國立臺灣大學科學教育發展中心辦理「2022台積電盃青年尬科學」競賽,教務處,設備幹事,2022-04-13 10:09:59,
1346,11346,轉知：臺北市教師研習中心「111年度學校執行校園性侵害、性騷擾或性霸凌行為人防治教育專業人員研習」,生輔組,生輔幹事,2022-04-13 10:17:03,研習對象：本市各級學校執行校園性侵害、性騷擾或性霸凌事件行為人8小時性別平等教育相關課程之教育人員，排除輔導相關人員研習對象：本市各級學校執行校園性侵害、性騷擾或性霸凌事件行為人8小時性別平等教育相關課程之教育人員，排除輔導相關人員研習對象：本市各級學校執行校園性侵害、性騷擾或性霸凌事件行為人8小時性別平等教育相關課程之教育人員，排除輔導相關人員研習日期：111年5月9、10、16日研習日期：111年5月9、10、16日研習日期：111年5月9、10、16日研習地點：臺北市教師研習中心（臺北市北投區建國街2號）研習地點：臺北市教師研習中心（臺北市北投區建國街2號）研習地點：臺北市教師研習中心（臺北市北投區建國街2號）報名方式：請於報名截止日前登入臺北市教師在職研習網(https://insc.tp.edu.tw)報名，並經行政程序核准後，由學校研習程辦人於報名截止日前完成薦派報名報名方式：請於報名截止日前登入臺北市教師在職研習網(https://insc.tp.edu.tw)報名，並經行政程序核准後，由學校研習程辦人於報名截止日前完成薦派報名報名方式：報名期限：即日起至5月2日（一）止報名期限：即日起至5月2日（一）止報名期限：即日起至5月2日（一）止詳細資訊請參考附件詳細資訊請參考附件詳細資訊請參考附件
1347,11347,110學年度本市教師專業發展實踐方案進階專業回饋人才及教育部教學輔導教師培訓實務探討研習   培訓課程全面改為線上研習,教務處,陳韻萍,2022-04-13 11:41:41,
1348,11348,實踐大學高雄校區評量尺規工作坊活動議程 活動資訊,教務處,陳韻萍,2022-04-13 11:51:00,
1349,11349,臺北市教師研習中心 111年5-6月份教師希望心坊課程實施計畫,教務處,陳韻萍,2022-04-13 11:55:21,
1350,11350,轉知臺北市立南港高級工業職業學校執行「全國高級中等學校111學年度工業類學生技藝競賽」之實施計畫、報名須知及競賽規則各1份,教務處,設備幹事,2022-04-13 11:27:52,
1351,11351,臺北市第55屆中小學科學展覽會補充規定事項,教務處,設備組長,2022-04-13 14:11:33,
1352,11352,臺北市教師研習中心111年線上饗宴～「聽見生命故事中的希望」 系列講座第1-4期實施計畫,教務處,陳韻萍,2022-04-13 13:49:47,
1353,11353,教育部國民及學前教育署「111年度全國高級中等學校性別平等教育議題融入教學教案設計甄選活動」,教務處,陳韻萍,2022-04-13 14:23:46,
1354,11354,教育部國民及學前教育署111年度「全民健保　永續經營」玩轉工作坊實施計畫,教務處,陳韻萍,2022-04-13 14:29:26,
1355,11355,110-2 第9週整潔競賽成績,衛生組,學創-衛生,2022-04-13 16:30:17,110-2第9週整潔競賽成績 國中部 國一   第一名 701 和 704704   第二名    703 國二   第一名 804               第二名   801 和  802802 國三   第一名 901               第二名    902 和 905905  高中部 高一   第一名 102    第二名   103 高二   第一名 116    第二名    111 高三   第一名 123    第二名   124
1356,11356,【高三升學】111年大學「申請入學」上傳(勾選)審查資料考生實作演練,教務處,註冊組長,2022-04-14 08:32:12,  系統開放時間：(一)        111111年年44月月1414日至日至111111年年44月月2020日日每日上午每日上午99時至時至下午下午99時止。時止。(二)      請通過第一階段個人申請同學務必於系統開放時間內至甄選委員會進行實作演練：通過第一階段個人申請同學(三)      登入後選擇「申請入學」，進入「審查資料上傳測試系統」(四)      檢視並核對高中學習歷程資料庫第一至第四學期之下列檔案資料(高一、高二)((高一、高二))  A.      修課紀錄 B.課程學習成果 C.多元表現(五)      如發現 A.修課紀錄  A.B.課程學習成果有疑義，請於4月20日下午5時前到註冊組反映。(六)      如發現C.多元表現，請於4月20日下午5時前到註生輔組生輔組反映。(七)      若於4月20日下午5時後才察覺資料有誤，請於同日下午9時前敘明原因並附系統截圖， 用電子信箱寄信至serrita607@mail.edu.tw 註冊組信箱，逾時將不受理。若未依期限反映者，日後將不得再向學校、甄選會提出異議!!!!!!!!
1357,11357,臺北市立第一女子高級中學 國語文學科中心辦理110學年度教師專業成長研習「教學對話錄（四）」「教學對話錄（五）」,教務處,陳韻萍,2022-04-14 09:29:20,
1358,11358,本市學生申請「111學年度第1學期高級中等教育階段非學校型態個人實驗教育計畫」一案，請參閱。,教務處,實研幹事,2022-04-14 11:03:57,主旨：本市學生申請「111學年度第1學期高級中等教育階段非學校型態個人實驗教育計畫」一案，請參閱說明及附件。說明：一、依據高級中等以下教育階段非學校型態實驗教育實施條例（以下簡稱條例）及臺北市實驗教育補充規定辦理。二、另，本校學生參加「非學校型態個人實驗教育計畫」，其評量成績不列入畢業成績等獎項評比。
1359,11359,「111年度都會區原住民族學生文化課程體驗營-SaySiyat 山林與織藝」實施計畫及活動海報各1份，請參閱。,教務處,實研幹事,2022-04-14 11:14:18,主旨：「111年度都會區原住民族學生文化課程體驗營-SaySiyat 山林與織藝」實施計畫及活動海報各1份，請詳閱說明及附件。說明：一、旨揭計畫活動資訊如下：       (一)活動名稱：111年度都會區原住民族學生文化課程體驗營。       (二)活動時間：111年5月14日(六)至111年5月15日(日)       (三)活動地點：苗栗縣瓦祿部落、向天湖部落。       (四)參加對象：限額18人，以居住於都會地區之原住民族籍國、高中學生為主；若有剩餘名額，開放都會地區其他教育階段之原住民族籍學生及對原住民族文化有興趣之學生。       (五)採兩步驟報名，詳如實施計畫，並於111年5月1日(日)23時59分截止報名。二、如欲詢問旨揭計畫相關事宜，請洽國立臺中教育大學原住民族教育及文化研究中心，電話:04-22188195(阮小姐)、04-22183398(鄭小姐)，電子信箱：rubymoses0913@mail.ntcu.edu.tw。
1360,11360,轉知原住民族委員會函，有關民眾自國家發展委員會數位服務個人化平臺下載之「原住民族語言能力認證測驗通過資料」，其效力等同該會核發之通過認證證書案，請參閱。,教務處,實研幹事,2022-04-14 11:16:59,主旨：轉知原住民族委員會函，有關民眾自國家發展委員會數位服務個人化平臺下載之「原住民族語言能力認證測驗通過資料」，其效力等同該會核發之通過認證證書案，請詳閱附件。說明：一、依據教育部111年4月7日臺教社（四）字第1110035268號函轉原住民族委員會111年4月1日原民教字第1110016389號函辦理。二、檢附原函及函文附件。
1361,11361,有關行政院國家永續發展委員會(以下簡稱永續會)「111年國家永續發展獎─教育類」選拔表揚事宜，敬請踴躍報名，詳如說明，請查照。,衛生組,學創-衛生,2022-04-14 11:21:40,
